"Nacionalidade","Estado","Cidade","Bairro","Trabalha","Carteira Assinada","Tipo de Estabelecimento","Sexo","Escolaridade","Raça","Data de Nascimento","Pontuação","Percentual de Conclusão do Canal","Data de Conclusão do Canal"
"Brasil","Rio de Janeiro","Rio de Janeiro","COELHO NETO","","","Gestor de Turismo Privado","Feminino","Superior","Parda","","429","100.00","2018-11-28 19:52:07.06"
"Brasil","Espírito Santo","Cachoeiro de Itapemirim","PARAISO","","","Secretaria Agricultu","Feminino","Superior","Parda","14-09-1977","429","100.00","2018-11-25 16:12:25.606"
"Brasil","Rio de Janeiro","Rio de Janeiro","CAMPO GRANDE","","","Estudante ","Feminino","Superior","Branca","07-05-1997","429","100.00","2018-11-23 19:08:52.49"
"Brasil","Rio de Janeiro","Nova Friburgo","Duas Pedras","","","Graduação","Masculino","Superior incompleto","Branca","06-01-1998","429","100.00","2018-08-25 00:02:47.386"
"Brasil","Pará","Belém","MANGUEIRÃO","","","Estudante de turismo","Masculino","Superior incompleto","Preta","31-10-1994","429","100.00","2018-11-11 20:02:21.464"
"Brasil","Amazonas","Manaus","CIDADE NOVA","","","Educacional","Masculino","Superior","Parda","09-09-1983","429","100.00","2018-12-24 17:45:32.78"
"Brasil","Bahia","Dom Macedo Costa","CENTRO","","","Gestor de Turismo Público","Feminino","Medio","Branca","26-09-1958","429","100.00","2018-10-15 11:33:01.204"
"Brasil","Minas Gerais","Barbacena","SÃO FRANCISCO","","","agente comunitário","Feminino","Superior","Branca","13-08-1986","429","100.00","2018-11-12 11:18:54.287"
"Brasil","Rio de Janeiro","Rio de Janeiro","COPACABANA","","","Gestor de Turismo Privado","Feminino","Superior incompleto","Parda","20-08-1968","429","100.00","2018-07-02 12:13:46.551"
"Brasil","Rio de Janeiro","São Gonçalo","BOA VISTA","","","Venderora","Feminino","Medio","Branca","07-07-2000","429","100.00","2018-12-16 16:16:48.587"
"Brasil","Rio de Janeiro","Rio de Janeiro","REALENGO","","","ESTUDANTE","Feminino","Superior incompleto","Parda","08-08-1995","429","100.00","2018-11-24 17:45:54.781"
"Brasil","Rio de Janeiro","Rio de Janeiro","JACAREPAGUÁ","","","Estudante","Feminino","Superior incompleto","Branca","27-08-1997","429","100.00","2018-08-16 23:53:48.96"
"Brasil","Rio Grande do Sul","Bento Gonçalves","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Branca","18-09-1991","429","100.00","2018-11-06 23:19:02.856"
"Brasil","Rio Grande do Sul","Parobé","CENTRO","","","CALÇADISTA","Masculino","Superior incompleto","Branca","01-03-1989","429","100.00","2018-10-31 16:59:52.513"
"Brasil","Pernambuco","Olinda","RIO DOCE","","","Gestor de Turismo Privado","Masculino","Superior","Parda","20-08-1974","429","100.00","2018-11-04 02:23:12.197"
"Brasil","Rio Grande do Sul","Gravataí","SALGADO FILHO","","","Professora","Feminino","Superior","Branca","10-01-1965","429","100.00","2018-12-18 14:23:01.202"
"Brasil","Distrito Federal","Brasília","ASA SUL","","","AGENTE DE TURISMO","Feminino","Superior","Parda","26-02-1989","429","100.00","2018-12-29 16:17:30.234"
"Brasil","Maranhão","Fortaleza dos Nogueiras","R. TRIZIDELA","","","condutor de turismo ","Masculino","Medio","Parda","10-01-1991","429","100.00","2018-11-13 02:39:09.175"
"Brasil","Ceará","Crato","OSSIAN ARARIPE","","","Gestor de Turismo Privado","Masculino","Superior incompleto","Branca","29-04-1959","429","100.00","2018-10-14 19:03:16.468"
"Brasil","Tocantins","Palmas","PLANO DIRETOR","","","Pesquisadora","Feminino","Superior","Parda","28-04-1993","429","100.00","2018-11-28 01:53:38.524"
"Brasil","Minas Gerais","Buritis","BURITIS  - MG","","","Operador logistico","Masculino","Superior","Branca","13-07-1974","429","100.00","2018-07-18 11:23:30.553"
"Brasil","Rio Grande do Sul","Frederico Westphalen","DISTRITO DE OSVALDO CRUZ","","","Gestor de Turismo Privado","Masculino","Superior","Branca","12-10-1978","429","100.00","2018-09-19 16:24:41.161"
"Brasil","Piauí","Teresina","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Branca","16-03-1986","429","100.00","2018-11-30 16:38:11.171"
"Brasil","Alagoas","Piranhas","CENTRO HISTÓRICO","","","Gestor de Turismo Público","Masculino","Superior","Preta","20-01-1970","429","100.00","2018-07-31 16:56:18.6"
"Brasil","Minas Gerais","Belo Horizonte","CENTRO","","","Gestor de Turismo Privado","Masculino","Medio incompleto","Parda","10-09-1975","429","100.00","2018-10-19 21:32:40.522"
"Brasil","Minas Gerais","Sarzedo","VILA SATÉLITE","","","guia de turismo","Feminino","Superior","Parda","24-01-1965","429","100.00","2018-09-02 23:42:27.183"
"Brasil","Bahia","Eunápolis","SANTA LÚCIA ","","","Estudante","Feminino","Superior incompleto","Parda","19-04-1991","429","100.00","2018-07-24 11:43:59.704"
"Brasil","Distrito Federal","Brasília","SETOR SUDOESTE","","","Pesquisadora","Feminino","Superior","Branca","25-06-1984","429","100.00","2018-11-12 16:02:46.522"
"Brasil","Rio de Janeiro","Rio de Janeiro","BARRA DA TIJUCA","","","freelancer/aux adm","Feminino","Superior incompleto","Parda","17-08-1974","429","100.00","2018-07-31 15:04:50.167"
"Brasil","Santa Catarina","Caçador","Centro","","","Gestor de Turismo Público","Feminino","Superior","Branca","22-10-1993","429","100.00","2018-07-09 20:37:29.445"
"Brasil","Paraná","Guarapuava","TRIANON","","","guia regional","Feminino","Superior","Preta","26-12-1961","429","100.00","2018-11-01 18:09:47.473"
"Brasil","Rio de Janeiro","Armação dos Búzios","FERRADURA ","","","Recepcionista ","Feminino","Superior incompleto","Preta","22-10-1996","429","100.00","2018-11-13 19:49:46.174"
"Brasil","Santa Catarina","Penha","Armação - Penha","","","Atendimento","Feminino","Superior","Branca","10-02-1973","429","100.00","2018-09-03 20:18:02.293"
"Brasil","Maranhão","São José de Ribamar","CENTRO","","","assessor ","Masculino","Superior","Preta","22-05-1987","429","100.00","2018-09-06 15:15:58.148"
"Brasil","Minas Gerais","Belo Horizonte","SERRA VERDE","","","Gestor de Turismo Público","Masculino","Superior","Parda","23-11-1970","429","100.00","2018-12-23 12:46:27.768"
"Brasil","Santa Catarina","Bom Retiro","PRAÇA DORVALINO PHILIPPI","","","Gestor de Turismo Privado","Masculino","Superior incompleto","Branca","01-07-1984","429","100.00","2018-07-10 21:21:38.929"
"Brasil","Amapá","Macapá","NOVO BURITIZAL ","","","Agente de Viagem ","Masculino","Superior incompleto","Parda","25-07-1986","429","100.00","2018-07-21 16:17:58.491"
"Brasil","Rio Grande do Sul","Carlos Barbosa","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Branca","06-11-1980","429","100.00","2018-11-15 23:25:00.287"
"Brasil","Rio de Janeiro","Iguaba Grande","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Branca","05-12-1991","429","100.00","2018-12-14 20:00:53.172"
"Brasil","Rio Grande do Sul","Porto Alegre","JARDIM BOTÂNICO","","","Estudante de Turismo","Feminino","Superior incompleto","Branca","19-06-1997","429","100.00","2018-12-17 15:56:04.296"
"Brasil","Rio de Janeiro","Rio de Janeiro","GUADALUPE","","","Consultoria","Feminino","Superior incompleto","Branca","31-03-1992","429","100.00","2018-11-24 18:10:45.646"
"Brasil","Minas Gerais","Curral de Dentro","CENTRO","","","Gestor de Turismo Público","Feminino","Medio","Parda","07-12-1989","429","100.00","2018-09-27 07:50:08.021"
"Brasil","Pará","Belém","COQUEIRO","","","Bacharel de Turismo","Feminino","Superior","Branca","04-04-1990","429","100.00","2018-09-19 15:20:05.645"
"Brasil","Minas Gerais","Itabirito","CENTRO","","","Gestor de Turismo Público","Masculino","Medio","Branca","06-03-1964","429","100.00","2018-08-11 20:57:51.132"
"Brasil","Rio de Janeiro","Armação dos Búzios","PRAIA DA FERRADURA","","","Agente de Reservas","Masculino","Superior incompleto","Branca","16-05-1991","429","100.00","2018-07-12 14:34:00.638"
"Brasil","Minas Gerais","São Lourenço","JARDIM SANTA MARIA","","","agencia de turismo","Feminino","Medio","Parda","05-09-1966","429","100.00","2018-07-30 02:01:45.849"
"Brasil","Amazonas","Manaus","ZUMBI DOS PALMARES","","","Estudante","Feminino","Superior incompleto","Parda","24-08-1993","429","100.00","2018-10-13 13:58:56.915"
"Brasil","Pernambuco","Recife","GRAÇAS","","","Graduando em Turismo","Feminino","Superior incompleto","Preta","13-07-1996","429","100.00","2018-11-20 00:31:06.987"
"Brasil","Piauí","Cocal","CENTRO","","","Gestor de Turismo Público","Masculino","Superior","Branca","08-11-1967","429","100.00","2018-11-30 16:47:46.372"
"Brasil","Minas Gerais","Divinópolis","CENTRO","","","Gestor de Turismo Público","Masculino","Medio","Preta","23-07-1965","429","100.00","2018-11-23 11:07:11.853"
"Brasil","Rio Grande do Sul","Bento Gonçalves","CIDADE ALTA","","","Gestor de Turismo Público","Masculino","Superior","Branca","09-05-1984","429","100.00","2018-12-27 15:18:31.103"
"Portugal","","","","","","","Masculino","Medio","Branca","05-10-1974","429","100.00","2018-11-15 18:55:45.835"
"Brasil","Rio Grande do Sul","Guaíba","COLINA","","","Gestor de Turismo Privado","Masculino","Superior incompleto","Branca","13-09-1993","429","100.00","2018-07-14 03:07:35.338"
"Brasil","Goiás","Luziânia","Jardim são paulo","","","Desempregado","Masculino","Superior","Parda","04-01-1994","429","100.00","2018-10-21 21:08:11.019"
"Brasil","Pernambuco","Igarassu","LOT NOVO IGARASSU","","","estudante de turismo","Masculino","Superior","Branca","18-09-1994","429","100.00","2018-07-31 10:20:39.323"
"Brasil","São Paulo","Palestina","CENTRO","","","Gestor de Turismo Privado","Masculino","Superior","Branca","20-06-1963","429","100.00","2018-12-26 18:00:04.115"
"Brasil","Pará","Tucuruí","SANTA ISABEL","","","Gestor de Turismo Público","Masculino","Superior","Branca","06-08-1965","429","100.00","2018-12-20 13:13:12.562"
"Brasil","Rio de Janeiro","Aperibé","CENTRO","","","Gestor de Turismo Público","Masculino","Superior","Branca","17-02-1996","429","100.00","2018-12-08 14:57:41.929"
"Brasil","Minas Gerais","Ribeirão das Neves","VENEZA","","","Gestor de Turismo Privado","Masculino","Superior incompleto","Parda","10-10-1982","429","100.00","2018-08-02 20:46:41.725"
"Brasil","Minas Gerais","Sarzedo","Centro","","","guia de turismo","Feminino","Medio","Amarela","04-08-1977","429","100.00","2018-10-30 10:57:20.307"
"Brasil","Minas Gerais","Governador Valadares","VILA ISA","","","policial militar","Masculino","Superior","Branca","26-06-1972","429","100.00","2018-12-23 04:21:15.695"
"Brasil","Rio de Janeiro","São Gonçalo","GALO BRANCO","","","GRÁFICO","Masculino","Medio","Branca","23-03-1998","429","100.00","2018-12-12 11:38:26.626"
"Brasil","São Paulo","São Paulo","CHORA MENINO","","","Gestor de Turismo Privado","Masculino","Superior","Branca","29-06-1991","429","100.00","2018-11-12 21:23:20.174"
"Brasil","Rio Grande do Norte","Felipe Guerra","ZONA RURAL","","","Gestor de Turismo Público","Masculino","Superior","Preta","14-07-1993","429","100.00","2018-10-30 22:32:10.774"
"Brasil","Minas Gerais","São José da Safira","CENTRO","","","Gestor de Turismo Público","Masculino","Superior","Parda","04-07-1974","429","100.00","2018-11-06 14:29:10.203"
"Brasil","Paraná","Diamante do Sul","CENTRO","","","Gestor de Turismo Público","Masculino","Superior","Branca","08-02-1976","429","100.00","2018-11-21 15:26:38.075"
"Brasil","São Paulo","Marília","TOFOLI","","","Gestor de Turismo Público","Masculino","Superior","Branca","13-01-1960","429","100.00","2018-10-02 10:21:41.803"
"Brasil","São Paulo","Franco da Rocha","ARLETE TURISMO FRANCO DA ROCHA SP","","","Gestor de Turismo Privado","Masculino","Medio","Parda","14-07-1949","429","100.00","2018-07-29 14:53:30.158"
"Brasil","São Paulo","Bananal","CENTRO","","","Gestor de Turismo Público","Masculino","Medio","Branca","22-05-1962","429","100.00","2018-10-20 20:08:47.768"
"Brasil","Maranhão","São Luís","PARQUE ATENAS","","","Gestor de Turismo Privado","Masculino","Superior","Branca","23-04-1954","429","100.00","2018-12-29 22:18:24.823"
"Brasil","Bahia","Varzedo","CENTRO","","","Gestor de Turismo Público","Masculino","Superior","Parda","19-03-1966","429","100.00","2018-10-30 16:25:11.431"
"Brasil","Paraná","São José dos Pinhais","COLONIA RIO GRANDE","","","ADMINISTRATIVO","Masculino","Superior","Parda","08-10-1986","429","100.00","2018-09-08 12:13:55.477"
"Brasil","São Paulo","Brodowski","BOM JARDIM","","","casa","Masculino","Superior","Branca","16-05-1962","429","100.00","2018-08-15 14:40:08.465"
"Brasil","Maranhão","São Luís","Salina do sacavém ","","","Educacional ","Feminino","Superior incompleto","Parda","10-09-1998","429","100.00","2018-09-02 01:34:35.413"
"Brasil","Roraima","Boa Vista","CENTENÁRIO ","","","Gestor de Turismo Público","Feminino","Superior","Parda","10-10-1979","429","100.00","2018-08-23 18:30:57.711"
"Brasil","Rio Grande do Sul","Santa Maria","CAMOBI","","","Estudante de Turismo","Feminino","Superior incompleto","Branca","10-03-1993","429","100.00","2018-12-06 15:49:07.766"
"Brasil","Minas Gerais","Coração de Jesus","SAGRADA FAMÍLIA","","","Gestor de Turismo Público","Feminino","Superior","Parda","13-02-1982","429","100.00","2018-11-02 01:43:36.606"
"Brasil","Rio de Janeiro","Rio de Janeiro","ROCINHA","","","Estudante","Feminino","Superior incompleto","Parda","30-06-1996","429","100.00","2018-12-28 18:13:33.632"
"Brasil","São Paulo","Bananal","FORMIGAS","","","guia de turismo","Masculino","Fundamental","Parda","20-03-1971","429","100.00","2018-12-05 16:10:47.113"
"Brasil","Rio Grande do Sul","Porto Alegre","CENTRO","","","Estudante","Feminino","Superior incompleto","Branca","20-07-1999","429","100.00","2018-12-17 16:24:14.075"
"Brasil","Rio Grande do Norte","Natal","LAGOA NOVA","","","Estudante","Feminino","Superior incompleto","Branca","18-03-1997","429","100.00","2018-06-29 10:57:40.907"
"Brasil","Paraíba","João Pessoa","CABO BRANCO","","","Desempregada","Feminino","Superior","Branca","09-04-1985","429","100.00","2018-09-23 23:58:46.174"
"Brasil","Minas Gerais","Belo Horizonte","BOM JESUS ","","","Técnico enfermagem","Feminino","Medio","Parda","13-04-1983","429","100.00","2018-11-12 22:59:29.709"
"Brasil","Amazonas","Manaus","Parque 10 de Novembro","","","Estudante de Turismo","Feminino","Superior","Branca","22-01-1972","429","100.00","2018-08-18 12:02:58.712"
"Brasil","Pernambuco","Igarassu","CENTRO","","","Estag/TurismoUFPE","Feminino","Superior incompleto","Branca","02-03-1998","429","100.00","2018-08-22 14:13:19.705"
"Brasil","Amazonas","Manaus","CHAPADA","","","Estudante","Feminino","Superior incompleto","Branca","17-08-1999","429","100.00","2018-12-11 18:00:45.692"
"Brasil","São Paulo","Jacareí","SÃO JOÃO","","","Gestor de Turismo Público","Masculino","Superior","Branca","22-09-1973","429","100.00","2018-08-22 12:36:27.642"
"Brasil","Distrito Federal","Brasília","ASA SUL","","","Gestor de Turismo Privado","Masculino","Superior","Branca","16-02-1976","429","100.00","2018-12-17 22:16:41.774"
"Brasil","Santa Catarina","Florianópolis","Lagoa da Conceição","","","Gerador de Conteúdo ","Masculino","Superior","Branca","20-07-1985","429","100.00","2018-11-25 06:05:16.053"
"Brasil","Minas Gerais","Sarzedo","SARZEDO-MG","","","Gestor de Turismo Público","Masculino","Superior","Parda","10-04-1970","429","100.00","2018-08-28 11:03:23.444"
"Brasil","São Paulo","Cotia","Jardim Nomura","","","Assessor de Gabinete","Feminino","Superior incompleto","Branca","30-03-1983","429","100.00","2018-09-13 23:20:37.511"
"Brasil","Rio de Janeiro","Rio de Janeiro","SAÚDE","","","Guia de Turismo","Masculino","Superior","Parda","29-10-1955","429","100.00","2018-07-16 16:52:57.959"
"Brasil","Rio Grande do Norte","Rio do Fogo","CENTRO","","","Turismólogo","Masculino","Superior","Branca","29-04-1987","429","100.00","2018-09-01 17:57:50.87"
"Brasil","Tocantins","Arraias","CENTRO","","","Acadêmico","Masculino","Medio","Parda","09-01-1998","429","100.00","2018-09-13 14:43:32.759"
"Brasil","Bahia","Porto Seguro","CENTRO","","","Gestor de Turismo Privado","Feminino","Superior","Parda","19-01-1987","429","100.00","2018-08-09 09:27:58.741"
"Brasil","Santa Catarina","Campos Novos","CENTRO","","","Gestor de Turismo Privado","Feminino","Superior","Branca","13-06-1984","429","100.00","2018-12-09 20:58:05.673"
"Brasil","Rio de Janeiro","Rio de Janeiro","COSMOS","","","Gestor de Turismo Privado","Feminino","Superior incompleto","Preta","28-01-1998","429","100.00","2018-11-24 19:50:55.981"
"Brasil","São Paulo","São Paulo","PARAISO","","","Hostess","Feminino","Superior","Preta","18-06-1995","429","100.00","2018-12-03 12:24:14.09"
"Brasil","Mato Grosso","Cuiabá","CIDADE VERDE","","","Gestor de Turismo Público","Feminino","Superior","Branca","03-11-1977","429","100.00","2018-08-04 23:24:44.717"
"Brasil","Rio de Janeiro","Rio de Janeiro","TIJUCA","","","Guia de turismo","Feminino","Superior","Branca","08-10-1966","429","100.00","2018-10-13 08:00:47.97"
"Brasil","Minas Gerais","Diamantina","RIO GRANDE","","","Estudante","Feminino","Superior","Parda","20-05-1994","429","100.00","2018-08-22 23:36:33.604"
"Brasil","Rio Grande do Sul","São Borja","VILA ESTHER","","","Estudante","Feminino","Superior","Parda","27-06-1981","429","100.00","2018-12-11 13:33:33.997"
"Brasil","Distrito Federal","Brasília","ASA SUL ","","","Gestor de Turismo Privado","Feminino","Superior","Parda","12-10-1980","429","100.00","2018-10-16 15:14:27.386"
"Brasil","Minas Gerais","Três Pontas","ALCIDES MESQUITA","","","Gestor de Turismo Público","Feminino","Superior","Branca","20-04-1978","429","100.00","2018-09-25 15:15:10.469"
"Brasil","Piauí","Teresina","SANTA FÉ","","","ESTUDANTE DE TURISMO","Feminino","Superior incompleto","Branca","28-03-1996","429","100.00","2018-08-14 16:50:14.073"
"Brasil","Rio de Janeiro","Parati","Centro Histórico","","","Gestor de Turismo Público","Feminino","Superior","Parda","22-01-1983","429","100.00","2018-12-03 11:41:57.123"
"Brasil","Minas Gerais","Araguari","RESIDENCIAL MADRI","","","Empresa Privada","Feminino","Superior","Branca","15-04-1985","429","100.00","2018-07-11 10:17:40.614"
"Brasil","Rio de Janeiro","Rio de Janeiro","CENTRO DA CIDADE","","","Agente de viagens","Feminino","Superior incompleto","Parda","31-08-1992","429","100.00","2018-10-03 20:24:37.486"
"Brasil","Sergipe","Aracaju","GRAGERU","","","Estudante","Feminino","Superior","Parda","05-01-1994","429","100.00","2018-08-01 11:19:35.754"
"Brasil","Rio Grande do Sul","Eldorado do Sul","CENTRO","","","Guia de Turismo","Feminino","Superior","Preta","09-11-1982","429","100.00","2018-12-11 14:54:54.943"
"Brasil","São Paulo","Santo André","SANTO ANDRÉ","","","Educação ","Feminino","Superior","Parda","09-02-1989","429","100.00","2018-12-26 15:51:34.321"
"Brasil","Minas Gerais","São João Batista do Glória","São João Batista do Glória","","","Gestor de Turismo Público","Masculino","Superior","Branca","21-01-1978","429","100.00","2018-08-02 16:26:34.935"
"Brasil","Rio Grande do Sul","Pelotas","CENTRO","","","Gestor de Turismo Privado","Masculino","Superior","Branca","30-11-1980","429","100.00","2018-10-14 21:15:57.484"
"Brasil","Rio de Janeiro","Miguel Pereira","RECREIO","","","Estudante de Turismo","Masculino","Superior incompleto","Parda","30-04-1986","429","100.00","2018-10-10 23:13:00.588"
"Brasil","São Paulo","Sales","CENTRO","","","Gestor de Turismo Público","Masculino","Superior incompleto","Branca","05-05-1976","429","100.00","2018-12-02 17:37:40.143"
"Brasil","Minas Gerais","Conceição do Mato Dentro","ROSARIO","","","Diretor de Turismo","Masculino","Superior incompleto","Parda","25-03-1979","429","100.00","2018-07-19 16:58:59.251"
"Brasil","São Paulo","Juquiá","COLONIZAÇÃO","","","Gestor de Turismo Privado","Masculino","Superior","Branca","26-03-1972","429","100.00","2018-06-25 15:31:09.346"
"Brasil","Rio de Janeiro","Rio de Janeiro","Jacarepagua  - RJ ","","","Gestor de Turismo Privado","Masculino","Superior","Parda","17-04-1977","429","100.00","2018-06-30 16:45:57.551"
"Brasil","Rio Grande do Sul","Santa Maria","CAMOBI","","","Gestor de Turismo Privado","Masculino","Superior","Branca","27-04-1972","429","100.00","2018-12-27 10:36:45.029"
"Brasil","São Paulo","Santa Gertrudes","JD PQ INDUSTRIAL","","","Turismologo","Feminino","Superior","Branca","01-08-1984","429","100.00","2018-12-30 15:38:23.233"
"Brasil","Santa Catarina","Videira","Campo Experimental","","","Professora","Feminino","Superior","Branca","28-05-1974","429","100.00","2018-11-16 14:36:54.959"
"Brasil","Minas Gerais","Poços de Caldas","-","","","Desempregada","Feminino","Superior","Branca","04-01-1984","429","100.00","2018-06-22 16:01:46.643"
"Brasil","Rondônia","Porto Velho","COHAB FLORESTA","","","Estudante de gestão","Masculino","Superior","Parda","02-02-1997","429","100.00","2018-11-07 14:07:04.077"
"Brasil","Goiás","Goiânia","CENTRO","","","Gestor de Turismo Público","Masculino","Superior","Branca","02-09-1984","429","100.00","2018-11-28 21:43:01.098"
"Brasil","São Paulo","Ribeirão Branco","CENTRO","","","Gestor de Turismo Público","Masculino","Superior","Branca","09-05-1973","429","100.00","2018-08-09 09:17:41.022"
"Brasil","Rio de Janeiro","Rio de Janeiro","REALENGO","","","Estudante de Turismo","Feminino","Superior incompleto","Branca","04-04-1994","429","100.00","2018-09-17 15:36:01.204"
"Brasil","São Paulo","São Paulo","JARDIM BELGICA","","","Gestor de Turismo Público","Feminino","Superior","Branca","17-08-1972","429","100.00","2018-06-22 20:48:33.949"
"Brasil","Santa Catarina","Balneário Camboriú","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Branca","10-07-1981","429","100.00","2018-12-05 18:45:04.039"
"Brasil","Paraná","Matinhos","CAIOBA","","","Gestor de Turismo Privado","Feminino","Superior incompleto","Branca","21-10-1997","429","100.00","2018-12-06 18:34:44.139"
"Brasil","Rio Grande do Sul","Sapiranga","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Branca","19-07-1988","429","100.00","2018-07-31 17:28:07.086"
"Brasil","Rio de Janeiro","Belford Roxo","HELIÓPOLIS","","","Gestor de Turismo Privado","Feminino","Superior incompleto","Parda","15-09-1995","429","100.00","2018-11-11 22:08:53.017"
"Brasil","Amazonas","Manaus","PLANALTO","","","Lazer","Feminino","Superior","Parda","20-11-1997","429","100.00","2018-12-02 11:15:16.787"
"Brasil","Goiás","Caldas Novas","ITAGUAI 2","","","guia de turismo ","Masculino","Superior","Parda","04-07-1973","429","100.00","2018-12-07 17:46:58.602"
"Brasil","Roraima","Boa Vista","BURITIS","","","Cultura","Masculino","Superior incompleto","Parda","25-09-1960","429","100.00","2018-08-15 10:56:36.477"
"Brasil","Bahia","Ilhéus","HERNANI SÁ","","","Gestor de Turismo Privado","Masculino","Superior incompleto","Parda","10-12-1980","429","100.00","2018-09-15 09:32:33.527"
"Brasil","Roraima","Boa Vista","São Vicente","","","Gestor de Turismo Privado","Feminino","Superior","Parda","28-06-1989","429","100.00","2018-06-22 18:37:11.139"
"Brasil","Rio de Janeiro","Nova Iguaçu","NOVA ERA","","","Gestor de Turismo Público","Masculino","Superior incompleto","Branca","07-07-1994","429","100.00","2018-08-25 15:35:11.24"
"Brasil","Bahia","Salvador","TANCREDO NEVES","","","ANALISTA DE PROJETOS","Feminino","Superior","Parda","27-09-1911","429","100.00","2018-08-20 11:26:17.302"
"Brasil","Santa Catarina","Campos Novos","CENTRO","","","Recepcionista","Feminino","Superior incompleto","Branca","14-10-1994","429","100.00","2018-11-25 17:00:59.819"
"Brasil","Rio de Janeiro","Rio de Janeiro","URCA","","","Estudante de turismo","Feminino","Superior incompleto","Branca","22-02-1999","429","100.00","2018-08-14 23:03:10.922"
"Brasil","Bahia","Eunápolis","ITAPUAN","","","Turismólogo cursando","Masculino","Superior","Preta","09-06-1997","429","100.00","2018-12-09 16:25:33.553"
"Brasil","Rio de Janeiro","Rio de Janeiro","CAMPO GRANDE","","","Estudante","Masculino","Superior incompleto","Parda","27-08-1992","429","100.00","2018-11-24 01:07:29.149"
"Brasil","Minas Gerais","Miradouro","FAZENDA LAMBARI","","","Gestor de Turismo Público","Masculino","Medio","Branca","01-09-1986","429","100.00","2018-11-12 11:09:35.688"
"Brasil","São Paulo","Santo André","Vila Scarpelli","","","Docente","Feminino","Superior","Branca","08-07-1965","429","100.00","2018-12-22 18:31:21.919"
"Brasil","Amazonas","Tefé","FONTE BOA","","","Gestor de Turismo Privado","Feminino","Superior","Branca","27-01-1987","429","100.00","2018-10-26 17:44:47.706"
"Brasil","Rio de Janeiro","Rio de Janeiro","Niterói","","","turismo e eventos","Feminino","Superior","Branca","04-03-1979","429","100.00","2018-10-22 20:11:41.052"
"Brasil","Santa Catarina","Balneário Camboriú","CENTRO","","","Gestor de Turismo Público","Feminino","Superior","Branca","27-10-1978","429","100.00","2018-11-11 16:41:37.099"
"Brasil","Amazonas","Manaus","CENTRO","","","Bolsista","Feminino","Superior incompleto","Branca","06-05-1993","429","100.00","2018-12-18 02:45:21.54"
"Brasil","Bahia","Ilhéus","CONQUISTA","","","Gestor de Turismo Privado","Feminino","Superior","Preta","28-08-1979","429","100.00","2018-09-10 12:29:57.236"
"Brasil","Rio de Janeiro","Rio de Janeiro","NOVA IGUACU","","","Esudante","Feminino","Superior incompleto","Preta","31-08-1987","429","100.00","2018-11-29 01:54:24.388"
"Brasil","São Paulo","Itu","ALBERTO GOMES","","","Gestor de Turismo Privado","Feminino","Superior","Branca","12-11-1982","429","100.00","2018-12-27 10:44:07.265"
"Brasil","Rio Grande do Sul","São Borja","BETIN","","","Gestão de Turismo","Masculino","Superior incompleto","Parda","24-11-1980","429","100.00","2018-09-13 02:47:21.484"
"Brasil","Maranhão","Caxias","VILA ALECRIM","","","Professor","Masculino","Superior","Amarela","09-08-1991","429","100.00","2018-07-21 00:19:24.016"
"Brasil","Ceará","Fortim","VIÇOSA","","","agente articulação","Masculino","Superior","Parda","20-11-1969","429","100.00","2018-11-11 17:39:05.174"
"Brasil","Minas Gerais","Juiz de Fora","SÃO PEDRO","","","Estudante","Feminino","Superior incompleto","Branca","26-06-1997","429","100.00","2018-12-19 22:37:25.365"
"Brasil","Rio Grande do Sul","Gravataí","SALGADO FILHO","","","Estudante","Feminino","Superior","Branca","22-09-1984","429","100.00","2018-12-01 12:04:01.973"
"Brasil","Rio Grande do Sul","Santo Ângelo","CENTRO","","","Gestor de Turismo Privado","Masculino","Superior","Branca","13-08-1952","429","100.00","2018-10-28 18:38:27.145"
"Brasil","Rio de Janeiro","Rio de Janeiro","PRAÇA DA BANDEIRA","","","TÉCNICO EM TURISMO","Masculino","Superior incompleto","Parda","21-02-1954","429","100.00","2018-09-25 23:39:36.24"
"Brasil","Maranhão","Barra do Corda","VILA CANADA","","","Professor ","Masculino","Superior","Parda","18-05-1962","429","100.00","2018-07-18 17:03:55.252"
"Brasil","Rio de Janeiro","Arraial do Cabo","PORTICO","","","Aux. Adm","Masculino","Medio","Preta","26-01-1991","429","100.00","2018-11-22 15:29:21.616"
"Brasil","Minas Gerais","Muzambinho","JARDIM ITÁLIA","","","Gestor de Turismo Privado","Masculino","Superior","Preta","06-11-1959","429","100.00","2018-12-16 19:03:26.636"
"Brasil","São Paulo","Caraguatatuba","CENTRO","","","Gestor de Turismo Público","Masculino","Superior","Branca","01-01-1965","429","100.00","2018-12-13 20:35:19.242"
"Brasil","Rio de Janeiro","Macaé","RIVIERA FLUMINENSE","","","Estudante","Masculino","Superior incompleto","Branca","28-10-1964","429","100.00","2018-11-30 21:08:22.398"
"Brasil","Paraná","Ribeirão Claro","VICENTE MACHADO, 1422","","","Empresa de tecnologi","Masculino","Superior","Branca","13-08-1971","429","100.00","2018-11-20 08:45:29.107"
